 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73
39	2313.338	1288.681	1190.561	1028.561	2260.917	780.795	2725.860	740.852	1289.979	846.479	830.522	2764.310	1757.852	743.702	1129.487	521.484	583.437	1085.030	662.327	512.479	1093.090	941.455	940.359	1272.529	1072.210	848.159	2751.528	849.530	1438.491	2311.735	1033.255	971.280	1139.761	1403.094	2112.730	2931.285	1314.766	1015.557	921.466	1277.963	2192.291	1633.883	1208.655	1354.826	1018.768	1192.391	1317.468	1404.484	1715.733	1048.200	974.135	941.421	1084.110	1015.726	893.663	778.745	976.090	1556.057	773.877	1150.798	790.860	784.850	698.038	518.853	1682.043	959.011	1035.290	1020.689	778.794	917.618	1437.232	1182.978	1433.147
40	2069.439	1209.159	1160.827	1008.534	2297.021	742.892	2681.176	766.397	1245.048	806.796	742.294	2693.391	1684.962	707.495	1108.272	507.310	524.828	1022.744	632.763	484.789	1016.934	868.867	860.637	1269.300	1009.571	798.470	2634.901	833.342	1443.305	2210.589	989.970	927.783	1123.203	1401.493	2010.748	2973.825	1295.274	946.420	894.209	1206.969	2075.246	1582.438	1176.102	1270.531	953.892	1123.455	1277.968	1338.464	1651.564	1006.349	935.902	908.745	1049.901	961.979	830.195	781.630	914.855	1532.563	749.446	1087.310	747.580	722.983	668.849	499.741	1619.227	957.680	985.960	990.588	734.479	904.780	1417.927	1105.548	1382.671
41	1941.369	1162.478	1138.249	969.706	2363.656	723.960	2845.035	812.048	1312.972	771.832	724.485	2638.351	1695.688	707.260	1076.518	521.897	479.470	1002.523	603.398	473.036	969.217	863.673	882.027	1259.114	1007.351	853.815	2560.703	826.425	1448.443	2144.016	967.800	921.252	1121.534	1403.562	2091.187	3179.187	1361.400	935.710	907.615	1202.715	2095.498	1526.188	1191.413	1264.382	930.866	1100.021	1271.268	1332.047	1598.453	991.359	945.960	886.537	1000.939	940.958	818.284	754.103	928.495	1558.153	748.873	1079.892	717.318	704.650	655.523	502.378	1628.147	1010.453	986.449	993.284	728.570	914.476	1438.331	1104.091	1346.556
42	1901.293	1318.248	1171.792	969.566	2515.146	735.920	3113.251	879.905	1513.248	754.647	727.794	2615.224	1665.066	706.077	1105.282	515.571	475.199	962.256	621.256	466.567	924.302	866.336	900.578	1287.079	994.600	867.305	2536.950	818.438	1479.832	2115.427	1004.125	926.371	1111.405	1404.537	2343.009	3318.565	1413.949	946.932	905.358	1195.333	1981.690	1496.289	1199.239	1248.894	926.701	1090.228	1262.647	1320.776	1558.796	1028.251	1001.844	891.866	1004.669	968.821	840.367	759.648	934.815	1580.218	790.642	1101.340	733.873	724.942	649.856	513.872	1659.620	1024.691	1023.352	1027.858	751.218	927.372	1469.500	1118.435	1310.129
43	1788.955	1367.761	1139.329	986.036	2599.229	756.347	3182.567	883.196	1612.503	745.305	720.191	2558.075	1670	704.615	1063.359	526.754	455.861	922.844	627.910	492.479	940.528	884.773	901.296	1320.679	999.341	901.974	2433.280	808.826	1554.168	2143.600	1003.745	944.832	1131.448	1363.507	2441.513	3268.150	1416.669	944.994	915.959	1207.610	1960.207	1476.102	1224.655	1263.816	914.572	1095.254	1251.616	1315.328	1518.431	1040.046	994.989	907.616	1032.680	946.526	847.071	791.327	946.305	1594.729	799.475	1098.305	738.420	743.292	664.909	521.203	1591.564	1029.702	1001.392	1029.155	756.836	944.586	1479.044	1097.883	1293.240
44	1729.153	1399.761	1171.821	1012	2682.932	748.034	3123.824	839.593	1516.793	694.994	685.831	2501.259	1658.328	685.841	1056.215	530.206	436.470	897.271	615.299	491.206	913.434	894.668	872.987	1420.750	1042.088	884.450	2275.780	849.945	1518.204	2106.703	986.720	932.654	1143.883	1302.926	2418.591	3155.256	1391.417	920.375	950.324	1180.046	1871.182	1458.453	1221.939	1256.459	1070.325	1127.402	1301.816	1333.125	1440.738	1041.087	1001.204	910.167	1028.155	941.384	838.722	783.715	984.165	1580.655	812.289	1091.330	747.688	757.208	639.599	507.797	1543.258	1006.779	1018.665	1035.723	769.406	932.304	1441.206	1072.235	1336.862
45	1667.325	1286.699	1171.185	1016.751	2822.193	752.955	3044.497	813.831	1370.669	662.174	673.059	2532.374	1624.820	687.567	1048.646	533.413	432.987	902.965	613.991	497.294	914.179	914.488	883.708	1353.986	1044.483	846.404	2165.099	844.448	1445.102	2094.714	1037	948.850	1118.920	1345.227	2501.174	3033.224	1354.360	906.955	918.581	1189.097	1867	1404.664	1234.080	1250.415	1059.016	1132.148	1297.147	1297.156	1359.689	1023.256	974.124	912.995	1028	945.253	828.858	773.558	981.460	1578.716	818.240	1083.704	756.299	751.500	669.099	520.128	1453.227	972.890	1014.108	1011.405	756.655	906.529	1460.677	1065.235	1336.898
46	1491.013	1224.823	1237.046	1068.258	2858.776	800.847	2938.918	795.799	1310.228	639.713	667.221	2527.908	1622.530	697.572	1064.451	527	433.623	891.563	653.521	495.562	940.009	908.602	859.821	1335.343	1028.951	856.483	2012.352	840.708	1416.665	2107.054	1070.185	965.080	1119.301	1378.498	2561.391	2809.057	1325.451	965.869	929.358	1218.632	1943.399	1354.016	1257.735	1283.657	1080.010	1147.307	1344.968	1392.203	1283.964	1038.867	983.218	929.232	1028.398	973.226	848.041	783.939	1007.295	1622.987	810.029	1098.537	787.420	766.667	631.280	523.343	1453.822	945.724	990.244	1029.014	763.018	906.173	1447.265	1111.748	1352.640
47	2085.535	1449.903	1629.827	1188.149	3194.880	1168.182	2920.345	1034.656	1311.841	801.228	808.022	2850.500	2199.235	995.269	1201.318	659.635	602.861	921.623	831.938	681.557	1039.948	1165.829	1073.471	1782.957	1843.039	1187.470	2466.709	1072.329	1692.719	2661.070	1533.590	1280.147	1576.037	1860.596	2960.678	2543.037	1883.720	1170.915	1363.061	2333.521	2159.966	1992.828	1921.477	1523.145	1858.443	1726.799	1695.153	1766.932	1613.347	1299.067	1160.284	1252.745	1256.939	1247.137	1079.805	1066.430	1262.985	1919.712	1135.603	1256.079	1112.490	965.092	896.045	651.701	1570.804	1186.459	1348.085	1582.439	1038.691	1129.052	1566.893	1396.126	1771.160
48	2867.248	1712.425	2137.439	1365.412	3386.839	1781.466	2878.205	1177.397	1357.924	1085.527	1195.404	3189.494	2822.049	1945.216	1631.969	1920.349	887.550	1105.543	1072.611	858.851	1155.547	1337.450	1293.798	2043.821	2436.073	1910.060	2547.385	1252.201	1978.551	3003.416	2033.880	1534.916	1796.454	2326.310	3163.917	2475.305	2072.783	1344.392	1660.750	3045.875	2421.118	2310.688	2288.871	1774.420	2155.696	2144.428	2039.916	2063.917	1847.720	1612.431	1414.785	1564.551	1601.265	1505.184	1372.130	1383.461	1852.785	2225.092	1318.912	1507.217	1450.293	1269.700	1146.917	871.669	1709.301	1378.519	1757.460	1991.561	1282.352	1327.204	1790.018	1792.783	2094.276
49	3273.217	1631.991	2078.093	1418.443	3409.870	1990.614	2970.450	1396.968	1249.517	1148.898	1495.390	3367.063	2765.126	2615.139	1941.836	2849.119	1009.695	1290.508	1127.744	836.438	1225.925	1394.294	1372.005	2088.350	2407.507	1906.901	2279.022	1305.151	1923.401	2900.946	1934.560	1545.759	1611.209	2475.951	2913.552	2482.752	2046.320	1303.528	1461.804	2820.282	2595	2208.016	2125.958	1743.715	2022.046	2181.026	2108.900	1993.573	1653.169	1588.231	1436.509	1600.463	1629.602	1481.637	1389.479	1274.448	1924.370	2304.114	1268.559	1624.271	1421.994	1331.317	1091.265	938.490	1780.528	1274.453	1732.653	1985.466	1213.758	1287.058	1964.783	1826.765	2006.609
50	3009.146	1452.726	1852.838	1328.412	3312.797	1860.216	2673.509	1293.894	1121.821	1179.293	1351.515	3316.719	2539.727	2400.461	1765.549	2706.190	954.258	1194.095	973.730	730.335	1102.377	1283.479	1192.848	1873.443	2128.317	1662.199	2068.714	1157.781	1848.922	2800.914	1775.695	1484.416	1395.840	2174.301	2700.174	2204.915	1890.491	1145.790	1287.365	2537.801	2356.325	1949.406	1824.705	1534.290	1733.665	1870.508	1854.268	1757.583	1448.502	1440.256	1366.284	1436.981	1565.619	1354.395	1317.580	1153.436	1678.275	2104.673	1120.284	1461.596	1360.408	1258.983	985.061	804.920	1641.706	1197.171	1553.460	1745.622	1105.733	1157.922	1765.658	1631.596	1870.222
51	2797.217	1311.646	1719.965	1246.602	3155.156	1756.210	2499.848	1202.720	991.841	1101.263	1234.816	3252.040	2373.033	2271.990	1677.738	2583.040	877.351	1140.930	915.626	702.232	1081.175	1243.038	1122.852	1869.286	1883.834	1438.550	1873.247	1132.781	1757.778	2673.200	1618.650	1473.517	1327.828	2002.778	2500.865	1988.106	2068.708	1055.574	1219.270	2311.590	2320.872	1853.117	1674.307	1486.222	1594.613	1784.185	1775.947	1643.521	1351.298	1377.210	1301.029	1369.097	1482.116	1283.990	1221.609	1119.994	1518.865	1941.358	1003.475	1364.044	1256.611	1159.783	908.280	763.466	1524.080	1127.856	1436.568	1572.716	1029.909	1108.052	1688.860	1505.748	1817.271
52	2682.064	1238.035	1556.480	1350.457	2896.526	1612.199	2333.234	1176.963	897.717	995.982	1119.198	3095.822	2129.415	2485.423	1761.533	2375.040	778.464	1247.297	880.374	636.479	1017.368	1161.924	1038.511	1797.864	1680.424	1263.947	1622.264	1052.575	1673.994	2326.492	1453.310	1423.025	1221.055	1938.167	2257.326	1858.309	1923.857	1006.023	1112.155	2100.231	2339.581	1700.977	1532.208	1418.642	1446.639	1709.693	1673.795	1515.906	1211.840	1344.661	1231.371	1358.903	1502.282	1216.147	1186.935	1011.576	1395.500	2086.891	958.167	1432.424	1247.471	1167.033	894.818	737.470	1561.344	1054.630	1320.023	1439.838	1002.661	1052.487	1659.121	1441.387	1600.640
53	2549.064	1216.159	1549	1326.760	3097.958	1637.472	2341.550	1150.804	851.883	1058.545	1090.596	3089.661	2112.169	2455.188	1697.154	2516.992	808.980	1268.161	845.417	625.814	1006.859	1173.554	1036.574	1721.464	1584.839	1225.987	1622.077	1061.689	1646.611	2260.016	1455.700	1504.322	1207.920	1839.483	2138.804	1735.488	1845.869	940.142	1132.892	2201.299	2330.488	1709.211	1547.299	1443.179	1381.789	1691.106	1616.853	1503.854	1230.951	1409.215	1249.425	1359.560	1513.807	1175.647	1203.639	1026.479	1372.840	2018.926	927.245	1408.527	1204.662	1115.267	877.485	724.550	1551.742	1045.260	1302.023	1384.101	990.018	1069.948	1678.401	1398.248	1648.191
54	2480.159	1237.026	1498.890	1377.715	3028.021	1536.051	2457.333	1171.682	811.697	1102.389	1085.743	3087.448	2186.120	2596.005	1749.292	2692.286	846.801	1322.317	859.839	622.464	974.972	1141.228	1062.511	1677.300	1512.649	1245.146	1587.181	1091.785	1800.551	2309.092	1478.660	1614.640	1199.742	1796.522	2050.191	1666.545	1805.429	930.898	1174.203	2275.134	2224.842	1697.484	1611.576	1442.884	1306.474	1638.677	1595.516	1498.755	1335.671	1412.985	1250.127	1419.301	1530.210	1191	1191.828	1062.364	1505.440	2097.349	943.716	1464.872	1233.497	1145.983	894.394	753.853	1594.865	1080.376	1357.511	1421.250	1060.048	1076.513	1723.129	1518.739	1608.773
55	2346.089	1148.124	1470.572	1287.973	3092.510	1543.966	2516.345	1099.831	802.179	1138.539	1065.118	3124.644	2147.672	2412.938	1583.118	2707.397	895.470	1232.643	822.573	604.737	919.750	1110.417	1037.076	1609.307	1470.659	1181.106	1559.324	1043.817	1774.784	2347.773	1457	1601.290	1117	1645.966	1998.635	1529.923	1712.114	897.409	1167.358	2317.909	2090.635	1706.914	1543.235	1420.285	1276.330	1534.714	1554.868	1478.203	1322.711	1450.241	1237.062	1346.718	1517.945	1164.442	1182.260	1031.533	1421.865	1961.122	937.186	1398.714	1233.433	1118.883	860.182	717.709	1533.914	1039.796	1287.824	1343.723	993.612	1055.204	1689.022	1467.470	1574.538
56	2155.204	1116.761	1387.613	1210.878	2965.922	1389.261	2429.772	1017.804	692.779	1117.826	982.750	3070.787	2077.907	2220.380	1446.292	2707.103	823.185	1133.131	778.735	586.680	903.340	1012.175	985.771	1705.114	1401.463	1096.450	1487.802	996.059	1699.293	2258.141	1393.880	1501.892	1074.086	1573.630	1882.557	1406.659	1620.697	873.017	1104.264	2269.140	2022.719	1741.695	1419.523	1366.855	1166.567	1414.873	1454.510	1426.109	1245.524	1306.785	1153.095	1251.222	1404.243	1086.400	1084.361	947.812	1335.975	1774.921	881.353	1338.443	1118.854	1027.700	803.167	694.135	1487.914	1031.901	1204.097	1260.095	953.958	1024.639	1605.309	1515.135	1571.711
57	1930.191	1186.956	1331.809	1134.281	2708.078	1238.693	2204.456	954.085	636.738	1032.743	918.191	3059.719	2044.885	2024.159	1419.056	2761.333	754.649	1070.196	815.246	582.969	922.302	1027.787	1050.457	2011.736	1401.517	1125.709	1505.835	997.114	1609.299	2207.978	1306.555	1412.671	1023.552	1476.808	1795.230	1389.102	1574.257	874	1150.581	2477.006	2020.443	1930.727	1463.231	1472.942	1186.211	1461.974	1446.442	1521.802	1198.942	1270.544	1136.447	1163.491	1368.586	1030.868	1005.751	954.897	1296.250	1727.476	870.990	1312.488	1018.675	993.608	775.288	695.697	1511.178	1049.232	1185.966	1166.568	941.933	1031.026	1712.688	1495.991	1579.604
58	1800.752	1160.726	1312.838	1084.167	2501.396	1223.903	2061.503	907.661	645.055	964.988	936.831	3052.523	1997.579	1866.255	1389.451	2690.714	714.583	1019.965	803.806	582.619	910.509	997.578	1068.005	2355.607	1402.229	1069.113	1412.016	944.406	1507.904	2181.849	1246.340	1348.801	994.307	1400.030	1729.739	1365.260	1564.537	906.239	1183.372	2630.647	2017.015	2002.922	1512.330	1439.217	1231.613	1462.862	1502.353	1666.427	1188.182	1218.959	1080.633	1102.347	1284.641	998.990	959.231	914.515	1350.550	1723.629	879.235	1293.847	972.446	917.150	742.591	692.900	1485.577	1044.133	1145.653	1152.297	888.667	1011.466	1736.096	1412.917	1581.089
59	1729.987	1120.611	1264.890	1060.018	2308.156	1117.284	1901.848	880.841	611.034	905.778	835.559	2995.759	1954.858	1720.587	1366.118	2574.921	670.576	992.146	769.460	568.103	894.910	969.924	990.336	2252.157	1353.771	1044.609	1392.363	951.840	1562.731	2204.708	1194.335	1288.822	1023.172	1351.305	1666.400	1301.768	1589.114	944.386	1193.689	2620.088	2025.330	2113.352	1502.686	1398.449	1173.830	1362.540	1456.395	1716.120	1146.524	1173.374	1096.604	1063.907	1338.017	979.321	889.225	889.230	1326.615	1656.458	866.770	1260.532	922.605	886.142	785.886	662.120	1461.663	1044.431	1119.023	1212.547	889.418	1029.503	1658.015	1343.117	1538.316
60	1675.809	1078.540	1236.509	1030.615	2203.656	1145.403	1813.924	873.370	597.379	884.796	833.507	2982.787	1870.022	1531.144	1281.887	2334.087	627.901	949.216	726.275	544.072	843.995	968.114	944.417	2300.893	1314.107	1010.775	1359.637	927.183	1494.240	2188.503	1168.975	1233.724	1014.411	1315.778	1603.770	1207.878	1537.783	882.085	1106.081	2539.447	1924.542	2103.391	1429.720	1349.657	1103.196	1284.810	1436.063	1579.760	1110.542	1148.600	1068.636	1066.889	1319.680	1002.158	885.592	904.527	1266.585	1658.013	822.157	1233.158	941.783	864.175	751.356	626.661	1405.681	1021.448	1097.631	1185.115	849.200	989.806	1619.427	1325.156	1466.347
61	2021.573	1125.026	1315.197	1072.756	2549.620	1290.023	1768.146	874.767	600.490	976.527	846.603	3043.207	1878.027	1550.976	1266.959	2292.984	656.735	955.291	725.071	528.706	836.830	956.403	917.157	2461.993	1390.244	990.543	1432.231	944.872	1494.647	2207.016	1220.210	1197.996	1023.644	1308.665	1579.457	1154.569	1514.714	873.670	1071.216	2476.647	1896.133	2063.250	1367.841	1331.918	1090.583	1254.624	1364.042	1498.656	1108.956	1176.369	1122.400	1105.801	1363.448	1003.579	958.976	925.758	1216.225	1591.476	871.260	1290.138	1019.516	945.608	788.629	614.769	1422.423	1010.326	1129.119	1162.946	863.182	988.476	1579.110	1337.883	1485.436
62	2359.930	1823.026	1367.145	1102.077	2442.130	1313.977	2150.240	1054.376	1037.959	1064.341	898.956	3091.609	1988.962	1599.370	1276.262	2218.040	712.146	983.271	770.540	585.649	914.844	1038.431	1102.018	2385.464	1422.454	1080.543	1561.868	1036.927	1600.078	2263.822	1355.355	1279.857	1186.380	1423.419	1954.443	2388.118	1672.771	1143.188	1163.568	2477.744	1956.847	2119.516	1582.769	2011.850	1172.572	1340.598	1526.289	1717.870	1264.729	1219.231	1215.775	1186.694	1481.547	1184.695	1231.201	970.006	1301.655	1752.974	971.912	1295.729	1100.204	1048.708	873.659	656.558	1578.018	1173.017	1231.841	1280.757	931.958	1089.634	1676.912	1430.426	1590.858
63	2717.860	2730.248	1391.798	1184.584	2311.823	1277.165	3071.135	1548.841	1828.283	1105.671	940.750	3117.971	2112.885	1597.303	1418.041	2057.286	803.735	1023.995	843.294	666.840	974.344	1148.014	1372.292	2331.300	1467.512	1180.497	1585.802	1178.849	1772.904	2334.870	1435.630	1346.993	1432.018	1571.320	2212.770	3493.711	2503.131	1314.966	1233.811	2474.142	2073.212	2104.969	1739.814	2884.295	1260.330	1487.466	1751.468	1881.562	1536.356	1234.672	1263.146	1236.310	1475.387	1283.437	1507.272	1046.824	1398.650	1844.057	1014.647	1373.783	1098.166	1115.558	907.295	734.693	1739.356	1366.199	1367.131	1413.473	1017.218	1234.272	1779.621	1485.596	1654.747
64	2721.452	2963.327	1323.295	1133.335	2072.203	1140.778	3288.140	1573.619	1913.234	989.377	833.331	3023.989	2017.721	1428.279	1366.144	1735.579	744.113	996.623	786.047	621.335	891	1078.792	1292.520	2085.314	1360.698	1102.788	1472.516	1151.817	1738.275	2253.249	1412.645	1315.874	1444.337	1502.443	2223.961	3536.297	3037.023	1279.443	1148.615	2317.040	2101.699	1894.570	1631.178	2960.845	1180.438	1386.037	1644.305	1761.167	1524.907	1185.636	1196.931	1173.394	1351.663	1242.074	1403.888	1004.370	1276.515	1852.511	945.525	1326.025	1034.344	1031.592	863.250	668.120	1647.104	1359.575	1307.790	1355.649	953.976	1187.277	1713.860	1447.204	1608.813
65	2695.318	2974.841	1246.988	1163.733	1975.641	1005.159	3215.573	1559.069	1753.745	834.347	767.265	2742.730	1777.022	1494.322	1460.205	1443.905	659.232	1107.332	730.441	569.407	841.717	1005.479	1151.785	1858.829	1245.766	1053.172	1310.297	1069.219	1669.120	2015.135	1305.390	1271.444	1375.601	1432.586	2062.526	3520.085	2903.954	1142.801	1081.730	2004.407	1985.611	1692.984	1491.424	2480.121	1102.871	1275.116	1549.726	1634.094	1364.396	1122.631	1121.375	1177.060	1271.818	1212.147	1324	909.976	1183.290	2119.253	889.475	1340.842	965.229	1018.883	843.712	644.422	1637.031	1225.856	1264.102	1328.845	914.430	1126.984	1719.298	1413.787	1416.920
66	2557.363	2784.009	1236.728	1053.186	2047.552	926.347	3381.047	1387.857	1757.924	822.922	769.934	2774.517	1793.688	1271.125	1349.805	1315.682	657.185	1047.608	728.588	542.716	829.887	966.237	1115.650	1738.714	1173.727	999.172	1289.121	985.680	1719.186	2072.816	1312.585	1187.538	1298.828	1345.813	1962.078	3471.219	2730.052	1047.801	989.013	1959.929	1846.660	1634.453	1381.697	2352.628	1043.021	1165.032	1442.826	1526.021	1293.764	1081.482	1092.378	1087.102	1192.906	1196.884	1220.030	872.412	1195.900	1877.559	859.912	1265.291	922.057	982.108	767.985	610.542	1512.736	1174.519	1188.256	1308.149	863.539	1099.880	1602.890	1441.143	1398.729
67	2337.465	2584.372	1192.561	990.765	2183.042	893.767	3438.327	1230.862	1620.324	766.832	734.596	2704.598	1733.306	1149.750	1300.913	1168.405	652.325	1030.593	700.673	517.526	803.099	952.953	1035.578	1599.736	1103.302	933.113	1289.099	933.799	1703.551	2013.681	1208.445	1087.381	1240.454	1291.325	1838.213	3381.276	2674.354	969.642	983.784	1878.670	1774.837	1586.938	1367.504	2192.517	992.165	1086.397	1422.542	1453.510	1201.084	1066.344	1083.527	1013.815	1119.856	1121.595	1101.225	852.345	1148.175	1816.869	844.534	1202.675	856.573	903.567	720.318	588.442	1465.706	1108.409	1146.506	1192.628	838.527	1024.215	1537.165	1370.704	1385.022
68	2139.503	2615.593	1137.035	948.267	2331.323	871.153	3386.105	1244.566	1576.517	731.557	709.074	2652.581	1718.623	1077.774	1266.626	1070.762	621.007	974	688.905	527.593	808.670	992.161	1001.121	2049.436	1214.829	922.629	1302.582	935.206	1700.162	1958.486	1137.720	1038.304	1199.871	1267.818	1660.961	3298.012	2836.188	975.972	984.128	1844.396	1769.724	1687.664	1319.663	2047.536	997.588	1091.550	1427.295	1454.286	1167.800	1070.785	1056.571	991.222	1110.011	1049.047	1043.314	841.945	1097.455	1739.397	798.814	1199.335	833.318	870.225	716.712	573.968	1417.288	1122.608	1124.341	1145.872	831.261	1029.099	1540.382	1291.817	1428.369
69	2007.682	2733.531	1156.347	960.869	2509.276	842.176	3389.801	1148.201	1394.648	666.988	670.096	2655.293	1666.164	992.072	1233.154	930.722	619.199	963.392	683.986	528.407	841.835	1046.156	1002.785	2248.143	1206.873	946.265	1301.973	938.050	1569.976	1890.978	1072.510	1011.084	1156.466	1246.596	1531.739	3247.406	2814.777	920.960	971.601	1815.031	1749.108	1772.609	1326.496	1939.068	1007.716	1094.571	1516.505	1496.224	1113.102	1078.944	1021.458	961.907	1081.359	990.763	970.627	824.394	1050.485	1724.515	809.020	1160.537	805.713	855.792	705	558.211	1343.963	1072.608	1118.199	1107.047	842.927	1024.665	1548.533	1240.357	1476.502
70	1773.866	2617.416	1145.578	917.593	2541.328	806.199	3350.585	1094.614	1307.193	632.389	654.118	2625.190	1629.552	933.519	1209.805	841.778	560.815	897.206	640.526	510.871	825.415	1078.483	934.076	2038.979	1089.561	899.311	1231.462	893.950	1516.982	1832.011	1028.350	963.552	1117.356	1168.892	1454.226	3128.577	2770.223	892.091	924.446	1748.667	1670.798	1723.117	1282.928	1795.758	986.139	1068.508	1643.332	1449.005	1059.365	1053.656	985.095	907.565	1021.552	943	925.290	788.594	991.275	1630.987	796.059	1134.108	790.185	814.717	633.477	540.311	1289.153	1053.884	1048.216	1043.595	831.376	1005.613	1477.114	1162.722	1463.964
